WORD	FREQUENCY	LENGTH	POSITION	PHONE	SEQ_INFO	POSITION_INFO	MONOMORPHEME
namin	6041	5	2	i	2.158918579135113	3.7043683693027765	F
namin	6041	5	3	m	3.036720526040067	3.4362208487484454	F
namin	6041	5	4	a	-0.0	1.6792084276028632	F
namin	6041	5	5	n	0.12556509957667736	3.469932285292978	F
matapos	5953	7	1	s	5.061836928994895	5.061836928994895	F
matapos	5953	7	2	o	2.1833735758193953	3.7110334849476234	F
matapos	5953	7	3	p	1.0887010438791622	4.851330292896283	F
matapos	5953	7	4	a	-0.0	1.6792084276028632	F
matapos	5953	7	5	t	0.1036306799487647	4.071716468693095	F
matapos	5953	7	6	a	0.19109745384967142	1.7510293625525382	F
matapos	5953	7	7	m	0.6477962230341079	3.2547927077004384	F
saan	5919	4	1	n	3.715939696578411	3.715939696578411	F
saan	5919	4	2	a	0.9495749244149603	1.6083132287930866	F
saan	5919	4	3	a	3.399406163582664	2.929672593038824	F
saan	5919	4	4	s	1.1647802084975867	4.021759991826348	F
ibang	5649	4	1	N	1.843470046882436	1.843470046882436	F
ibang	5649	4	2	a	0.8542674851178752	1.6083132287930866	F
ibang	5649	4	3	b	5.269672218529869	5.047647852664762	F
ibang	5649	4	4	i	1.2876168652959874	2.633612134982734	F
itong	5528	4	1	N	1.843470046882436	1.843470046882436	F
itong	5528	4	2	o	3.4422045844445215	3.7110334849476234	F
itong	5528	4	3	t	2.620269369457109	4.494098699588399	F
itong	5528	4	4	i	0.30603496192723634	2.633612134982734	F
maging	5507	5	1	N	1.843470046882436	1.843470046882436	F
maging	5507	5	2	i	3.7820600656629875	3.7043683693027765	F
maging	5507	5	3	g	2.2202010813965045	4.71273023295279	F
maging	5507	5	4	a	0.486542002487087	1.6792084276028632	F
maging	5507	5	5	m	1.0565129949742156	4.5163663676941015	F
kasama	5497	6	1	a	1.737877876623882	1.737877876623882	F
kasama	5497	6	2	m	5.391185137385068	6.0296307272537675	F
kasama	5497	6	3	a	1.057075943767094	2.929672593038824	F
kasama	5497	6	4	s	0.4871123784217768	4.021759991826348	F
kasama	5497	6	5	a	0.10366675906398595	2.5887047074573832	F
kasama	5497	6	6	k	0.2199374498598589	3.5722807282026077	F
nina	5376	4	1	a	1.737877876623882	1.737877876623882	F
nina	5376	4	2	n	1.9482888004848358	3.0531916838050095	F
nina	5376	4	3	i	4.954120856809201	3.3157360812396997	F
nina	5376	4	4	n	0.7690787821069064	3.5944636971648354	F
kapag	5351	5	1	g	6.964868933571671	6.964868933571671	F
kapag	5351	5	2	a	0.5091713785906098	1.6083132287930866	F
kapag	5351	5	3	p	1.618349133968911	4.851330292896283	F
kapag	5351	5	4	a	0.29247246583484854	1.6792084276028632	F
kapag	5351	5	5	k	0.04538235898670677	4.485613347245066	F
sinabi	5348	6	1	i	3.7603322111687487	3.7603322111687487	F
sinabi	5348	6	2	b	4.220540104823756	6.709931617478697	F
sinabi	5348	6	3	a	0.07175240174720418	2.929672593038824	F
sinabi	5348	6	4	n	1.3784286167210473	3.5944636971648354	F
sinabi	5348	6	5	i	-0.0	4.1007054580619675	F
sinabi	5348	6	6	s	-0.0	4.195200869805733	F
kasi	5305	4	1	i	3.7603322111687487	3.7603322111687487	F
kasi	5305	4	2	s	1.8992044925077136	2.8843193671623157	F
kasi	5305	4	3	a	3.767744876895085	2.929672593038824	F
kasi	5305	4	4	k	0.01541846818043405	4.972578002877233	F
kanya	5209	5	1	a	1.737877876623882	1.737877876623882	F
kanya	5209	5	2	y	3.725398458447017	5.066577507781618	F
kanya	5209	5	3	n	3.582103324551187	3.3799676243404893	F
kanya	5209	5	4	a	0.08702413209662001	1.6792084276028632	F
kanya	5209	5	5	k	0.33664257108469997	4.485613347245066	F
hanggang	5191	6	1	N	1.843470046882436	1.843470046882436	F
hanggang	5191	6	2	a	0.8542674851178752	1.6083132287930866	F
hanggang	5191	6	3	g	5.875372016567277	4.71273023295279	F
hanggang	5191	6	4	N	0.8750397797164745	6.234762049534654	F
hanggang	5191	6	5	a	0.02589098387821682	2.5887047074573832	F
hanggang	5191	6	6	h	-0.0	5.649321444874326	F
ating	5172	4	1	N	1.843470046882436	1.843470046882436	F
ating	5172	4	2	i	3.7820600656629875	3.7043683693027765	F
ating	5172	4	3	t	2.459518441096563	4.494098699588399	F
ating	5172	4	4	a	0.13833149364404196	1.6792084276028632	F
ilang	5159	4	1	N	1.843470046882436	1.843470046882436	F
ilang	5159	4	2	a	0.8542674851178752	1.6083132287930866	F
ilang	5159	4	3	l	2.8758930466405896	3.43500346903339	F
ilang	5159	4	4	i	1.0719684535765581	2.633612134982734	F
naging	5117	5	1	N	1.843470046882436	1.843470046882436	F
naging	5117	5	2	i	3.7820600656629875	3.7043683693027765	F
naging	5117	5	3	g	2.2202010813965045	4.71273023295279	F
naging	5117	5	4	a	0.486542002487087	1.6792084276028632	F
naging	5117	5	5	n	1.1624813701150525	3.469932285292978	F
natin	5100	5	1	n	3.715939696578411	3.715939696578411	F
natin	5100	5	2	i	2.158918579135113	3.7043683693027765	F
natin	5100	5	3	t	3.0333370051750577	4.494098699588399	F
natin	5100	5	4	a	0.40904187489526755	1.6792084276028632	F
natin	5100	5	5	n	0.18231839702403949	3.469932285292978	F
nasabing	5043	7	1	N	1.843470046882436	1.843470046882436	F
nasabing	5043	7	2	i	3.7820600656629875	3.7043683693027765	F
nasabing	5043	7	3	b	3.198430873005271	5.047647852664762	F
nasabing	5043	7	4	a	0.07805170859535215	1.6792084276028632	F
nasabing	5043	7	5	s	0.13246467688340297	4.452955409238961	F
nasabing	5043	7	6	a	0.06732889859587639	1.7510293625525382	F
nasabing	5043	7	7	n	0.1513113878794641	3.752661390076679	F
anak	4917	4	1	k	6.91355619304045	6.91355619304045	F
anak	4917	4	2	a	1.3010904543108814	1.6083132287930866	F
anak	4917	4	3	n	1.2215413194427425	3.3799676243404893	F
anak	4917	4	4	a	-0.0	1.6792084276028632	F
laban	4861	5	1	n	3.715939696578411	3.715939696578411	F
laban	4861	5	2	a	0.9495749244149603	1.6083132287930866	F
laban	4861	5	3	b	4.218292305673711	5.047647852664762	F
laban	4861	5	4	a	0.250791746109222	1.6792084276028632	F
laban	4861	5	5	l	0.07483319908002013	3.6377597688355405	F
kami	4852	4	1	i	3.7603322111687487	3.7603322111687487	F
kami	4852	4	2	m	4.681416326238973	6.0296307272537675	F
kami	4852	4	3	a	0.008176247675565707	2.929672593038824	F
kami	4852	4	4	k	1.1215484643503106	4.972578002877233	F
ka	4688	2	1	a	1.737877876623882	1.737877876623882	F
ka	4688	2	2	k	6.891380656297179	6.484452727225723	F
nitong	4659	5	1	N	1.843470046882436	1.843470046882436	F
nitong	4659	5	2	o	3.4422045844445215	3.7110334849476234	F
nitong	4659	5	3	t	2.620269369457109	4.494098699588399	F
nitong	4659	5	4	i	0.30603496192723634	2.633612134982734	F
nitong	4659	5	5	n	1.0705283895369717	3.469932285292978	F
alam	4626	4	1	m	7.820158250228683	7.820158250228683	F
alam	4626	4	2	a	0.9615676882288328	1.6083132287930866	F
alam	4626	4	3	l	0.5447649053774926	3.43500346903339	F
alam	4626	4	4	a	0.012853163377508858	1.6792084276028632	F
suspek	4605	6	1	k	6.91355619304045	6.91355619304045	F
suspek	4605	6	2	e	2.41143001477336	5.726604925141847	F
suspek	4605	6	3	p	0.3218654357616	4.851330292896283	F
suspek	4605	6	4	s	-0.0	4.021759991826348	F
suspek	4605	6	5	u	-0.0	4.687071011091829	F
suspek	4605	6	6	s	-0.0	4.195200869805733	F
sabi	4479	4	1	i	3.7603322111687487	3.7603322111687487	F
sabi	4479	4	2	b	4.220540104823756	6.709931617478697	F
sabi	4479	4	3	a	0.07175240174720418	2.929672593038824	F
sabi	4479	4	4	s	0.924008578717456	4.021759991826348	F
silang	4259	5	1	N	1.843470046882436	1.843470046882436	F
silang	4259	5	2	a	0.8542674851178752	1.6083132287930866	F
silang	4259	5	3	l	2.8758930466405896	3.43500346903339	F
silang	4259	5	4	i	1.0719684535765581	2.633612134982734	F
silang	4259	5	5	s	3.113939037786311	4.452955409238961	F
ano	4158	3	1	o	3.9203446364517123	3.9203446364517123	F
ano	4158	3	2	n	2.980873737861623	3.0531916838050095	F
ano	4158	3	3	a	0.7906589996484823	2.929672593038824	F
bagong	4153	5	1	N	1.843470046882436	1.843470046882436	F
bagong	4153	5	2	o	3.4422045844445215	3.7110334849476234	F
bagong	4153	5	3	g	4.2014875258992035	4.71273023295279	F
bagong	4153	5	4	a	0.07040335104509625	1.6792084276028632	F
bagong	4153	5	5	b	-0.0	4.013618291351673	F
marami	4113	6	1	i	3.7603322111687487	3.7603322111687487	F
marami	4113	6	2	m	4.681416326238973	6.0296307272537675	F
marami	4113	6	3	a	0.008176247675565707	2.929672593038824	F
marami	4113	6	4	r	1.2685385304805985	5.180917113958443	F
marami	4113	6	5	a	-0.0	2.5887047074573832	F
marami	4113	6	6	m	0.055714617353007874	4.171951354913483	F
nilang	4112	5	1	N	1.843470046882436	1.843470046882436	F
nilang	4112	5	2	a	0.8542674851178752	1.6083132287930866	F
nilang	4112	5	3	l	2.8758930466405896	3.43500346903339	F
nilang	4112	5	4	i	1.0719684535765581	2.633612134982734	F
nilang	4112	5	5	n	1.0777286481806727	3.469932285292978	F
unang	3916	4	1	N	1.843470046882436	1.843470046882436	F
unang	3916	4	2	a	0.8542674851178752	1.6083132287930866	F
unang	3916	4	3	n	4.226315849335487	3.3799676243404893	F
unang	3916	4	4	u	2.6069596029936872	3.7320188412735913	F
araw	3798	4	1	w	8.158741979665718	8.158741979665718	F
araw	3798	4	2	a	0.1478149368005312	1.6083132287930866	F
araw	3798	4	3	r	1.6182559779383612	4.690365867297077	F
araw	3798	4	4	a	-0.0	1.6792084276028632	F
loob	3789	4	1	b	9.314995204997178	9.314995204997178	F
loob	3789	4	2	o	0.5296576071522525	3.7110334849476234	F
loob	3789	4	3	o	0.0184430252181887	5.4290546464207505	F
loob	3789	4	4	l	-0.0	5.0014464184994845	F
namang	3745	5	1	N	1.843470046882436	1.843470046882436	F
namang	3745	5	2	a	0.8542674851178752	1.6083132287930866	F
namang	3745	5	3	m	4.686340803387641	3.4362208487484454	F
namang	3745	5	4	a	0.32797919671453085	1.6792084276028632	F
namang	3745	5	5	n	2.233029549105512	3.469932285292978	F
talaga	3713	6	1	a	1.737877876623882	1.737877876623882	F
talaga	3713	6	2	g	3.3329808769615945	4.811521449028933	F
talaga	3713	6	3	a	3.6896958954674424	2.929672593038824	F
talaga	3713	6	4	l	0.35874952142288974	5.0014464184994845	F
talaga	3713	6	5	a	0.0712806923314268	2.5887047074573832	F
talaga	3713	6	6	t	0.7191132255514929	4.896867593982534	F
kahapon	3670	7	1	n	3.715939696578411	3.715939696578411	F
kahapon	3670	7	2	o	2.1057428657998156	3.7110334849476234	F
kahapon	3670	7	3	p	3.6663212254255555	4.851330292896283	F
kahapon	3670	7	4	a	0.035799311250783894	1.6792084276028632	F
kahapon	3670	7	5	h	0.04826495353769068	3.819778036171818	F
kahapon	3670	7	6	a	0.4022046842312773	1.7510293625525382	F
kahapon	3670	7	7	k	-0.0	3.504622057449687	F
dito	3622	4	1	o	3.9203446364517123	3.9203446364517123	F
dito	3622	4	2	t	2.087056111437355	4.982906536786074	F
dito	3622	4	3	i	0.6046295341772329	3.3157360812396997	F
dito	3622	4	4	d	3.2942886881911932	6.409690103992122	F
buhay	3512	5	1	y	4.883091756129013	4.883091756129013	F
buhay	3512	5	2	a	0.22475267567028637	1.6083132287930866	F
buhay	3512	5	3	h	4.450015594190831	4.582578904631761	F
buhay	3512	5	4	u	0.18852729113619457	3.7320188412735913	F
buhay	3512	5	5	b	0.06663475182072946	4.013618291351673	F
agad	3510	4	1	d	6.43534219824115	6.43534219824115	F
agad	3510	4	2	a	1.4407320412412068	1.6083132287930866	F
agad	3510	4	3	g	1.7951046022398702	4.71273023295279	F
agad	3510	4	4	a	-0.0	1.6792084276028632	F
bakit	3403	5	1	t	4.218286415400548	4.218286415400548	F
bakit	3403	5	2	i	2.3564985427629397	3.7043683693027765	F
bakit	3403	5	3	k	2.827953141475359	5.184670982006445	F
bakit	3403	5	4	a	0.11217449393896294	1.6792084276028632	F
bakit	3403	5	5	b	0.5683330550112919	4.013618291351673	F
tungkol	3360	6	1	l	5.8632778234972704	5.8632778234972704	F
tungkol	3360	6	2	o	3.305325711079793	3.7110334849476234	F
tungkol	3360	6	3	k	0.6710274598284464	5.184670982006445	F
tungkol	3360	6	4	N	0.18179022379849263	6.234762049534654	F
tungkol	3360	6	5	u	-0.0	4.687071011091829	F
tungkol	3360	6	6	t	-0.0	4.896867593982534	F
taong	3336	4	1	N	1.843470046882436	1.843470046882436	F
taong	3336	4	2	o	3.4422045844445215	3.7110334849476234	F
taong	3336	4	3	a	4.589848856081182	2.929672593038824	F
taong	3336	4	4	t	0.05157034824770976	4.983913249919118	F
de	3289	2	1	e	6.362405674124289	6.362405674124289	F
de	3289	2	2	d	2.8926209417018796	5.27671840116923	F
kong	3266	3	1	N	1.843470046882436	1.843470046882436	F
kong	3266	3	2	o	3.4422045844445215	3.7110334849476234	F
kong	3266	3	3	k	3.452512204697507	5.184670982006445	F
ngayong	3236	5	1	N	1.843470046882436	1.843470046882436	F
ngayong	3236	5	2	o	3.4422045844445215	3.7110334849476234	F
ngayong	3236	5	3	y	2.7492126544774864	3.9367870891090933	F
ngayong	3236	5	4	a	1.1766282348723924	1.6792084276028632	F
ngayong	3236	5	5	N	0.9443256714472947	5.814040053433726	F
bansa	3236	5	1	a	1.737877876623882	1.737877876623882	F
bansa	3236	5	2	s	1.5641236852555402	2.8843193671623157	F
bansa	3236	5	3	n	6.515245092929358	3.3799676243404893	F
bansa	3236	5	4	a	0.16847140430081373	1.6792084276028632	F
bansa	3236	5	5	b	0.1701231330145375	4.013618291351673	F
maraming	3152	7	1	N	1.843470046882436	1.843470046882436	F
maraming	3152	7	2	i	3.7820600656629875	3.7043683693027765	F
maraming	3152	7	3	m	3.4681398322268326	3.4362208487484454	F
maraming	3152	7	4	a	-0.0	1.6792084276028632	F
maraming	3152	7	5	r	0.9399879459506438	5.069746871670159	F
maraming	3152	7	6	a	-0.0	1.7510293625525382	F
maraming	3152	7	7	m	0.11240830530569057	3.2547927077004384	F
sana	3148	4	1	a	1.737877876623882	1.737877876623882	F
sana	3148	4	2	n	1.9482888004848358	3.0531916838050095	F
sana	3148	4	3	a	6.297175923109279	2.929672593038824	F
sana	3148	4	4	s	0.21227465882862603	4.021759991826348	F
in	3131	2	1	n	3.715939696578411	3.715939696578411	F
in	3131	2	2	i	2.158918579135113	3.7043683693027765	F
ngunit	3124	5	1	t	4.218286415400548	4.218286415400548	F
ngunit	3124	5	2	i	2.3564985427629397	3.7043683693027765	F
ngunit	3124	5	3	n	3.341317584033111	3.3799676243404893	F
ngunit	3124	5	4	u	0.29055580421553184	3.7320188412735913	F
ngunit	3124	5	5	N	-0.0	5.814040053433726	F
aquino	2987	6	1	o	3.9203446364517123	3.9203446364517123	F
aquino	2987	6	2	n	2.980873737861623	3.0531916838050095	F
aquino	2987	6	3	i	1.9100470950731165	3.3157360812396997	F
aquino	2987	6	4	u	1.4600900928568656	3.7320188412735913	F
aquino	2987	6	5	q	-0.0	8.022329771651991	F
